id,municipio,apodo,id_municipio_sepomex,id_estado
1194,San Simón Zahuatlán,San Simón Zahuatlán,352,20
1195,San Marcos Arteaga,San Marcos Arteaga,237,20
1196,San Jorge Nuchita,San Jorge Nuchita,164,20
1197,Santos Reyes Yucuná,Santos Reyes Yucuná,529,20
1198,Santo Domingo Tonalá,Santo Domingo Tonalá,520,20
1199,Santo Domingo Yodohino,Santo Domingo Yodohino,524,20
1200,San Juan Bautista Coixtlahuaca,San Juan Bautista Coixtlahuaca,176,20
1201,Tepelmeme Villa de Morelos,Tepelmeme Villa de Morelos,548,20
1202,Concepción Buenavista,Concepción Buenavista,18,20
1203,Santiago Ihuitlán Plumas,Santiago Ihuitlán Plumas,464,20
1204,Tlacotepec Plumas,Tlacotepec Plumas,552,20
1205,San Francisco Teopan,San Francisco Teopan,151,20
1206,Santa Magdalena Jicotlán,Santa Magdalena Jicotlán,47,20
1207,San Mateo Tlapiltepec,San Mateo Tlapiltepec,256,20
1208,San Miguel Tequixtepec,San Miguel Tequixtepec,283,20
1209,San Miguel Tulancingo,San Miguel Tulancingo,287,20
1210,Santiago Tepetlapa,Santiago Tepetlapa,488,20
1211,San Cristóbal Suchixtlahuaca,San Cristóbal Suchixtlahuaca,129,20
1212,Santa María Nativitas,Santa María Nativitas,422,20
1213,Silacayoápam,Silacayoápam,537,20
1214,Santiago Yucuyachi,Santiago Yucuyachi,501,20
1215,San Lorenzo Victoria,San Lorenzo Victoria,230,20
1216,San Agustín Atenango,San Agustín Atenango,81,20
1217,Calihualá,Calihualá,11,20
1218,Santa Cruz de Bravo,Santa Cruz de Bravo,376,20
1219,Ixpantepec Nieves,Ixpantepec Nieves,65,20
1220,San Francisco Tlapancingo,San Francisco Tlapancingo,152,20
1221,Santiago del Río,Santiago del Río,461,20
1222,San Pedro y San Pablo Teposcolula,San Pedro y San Pablo Teposcolula,339,20
1223,La Trinidad Vista Hermosa,La Trinidad Vista Hermosa,556,20
1224,Villa de Tamazulápam del Progreso,Villa de Tamazulápam del Progreso,540,20
1225,San Pedro Nopala,San Pedro Nopala,321,20
1226,Teotongo,Teotongo,547,20
1227,San Antonio Acutla,San Antonio Acutla,106,20
1228,Villa Tejúpam de la Unión,Villa Tejúpam de la Unión,486,20
1229,Santo Domingo Tonaltepec,Santo Domingo Tonaltepec,521,20
1230,Villa de Chilapa de Díaz,Villa de Chilapa de Díaz,405,20
1231,San Antonino Monte Verde,San Antonino Monte Verde,105,20
1232,San Andrés Lagunas,San Andrés Lagunas,93,20
1233,San Pedro Yucunama,San Pedro Yucunama,341,20
1234,San Juan Teposcolula,San Juan Teposcolula,221,20
1235,San Bartolo Soyaltepec,San Bartolo Soyaltepec,121,20
1236,Santiago Yolomécatl,Santiago Yolomécatl,499,20
1237,San Sebastián Nicananduta,San Sebastián Nicananduta,346,20
1238,Santo Domingo Tlatayápam,Santo Domingo Tlatayápam,518,20
1239,Santa María Nduayaco,Santa María Nduayaco,423,20
1240,San Vicente Nuñú,San Vicente Nuñú,536,20
1241,San Pedro Topiltepec,San Pedro Topiltepec,332,20
1242,Santiago Nejapilla,Santiago Nejapilla,479,20
1243,Asunción Nochixtlán,Asunción Nochixtlán,6,20
1244,San Miguel Huautla,San Miguel Huautla,270,20
1245,San Miguel Chicahua,San Miguel Chicahua,264,20
1246,Santa María Apazco,Santa María Apazco,395,20
1247,Santiago Apoala,Santiago Apoala,451,20
1248,Santa María Chachoápam,Santa María Chachoápam,404,20
1249,San Pedro Coxcaltepec Cántaros,San Pedro Coxcaltepec Cántaros,304,20
1250,Santiago Huauclilla,Santiago Huauclilla,463,20
1251,Santo Domingo Yanhuitlán,Santo Domingo Yanhuitlán,523,20
1252,San Andrés Sinaxtla,San Andrés Sinaxtla,96,20
1253,San Juan Yucuita,San Juan Yucuita,224,20
1254,San Juan Sayultepec,San Juan Sayultepec,215,20
1255,Santiago Tillo,Santiago Tillo,493,20
1256,San Francisco Chindúa,San Francisco Chindúa,140,20
1257,San Mateo Etlatongo,San Mateo Etlatongo,250,20
1258,Santa Inés de Zaragoza,Santa Inés de Zaragoza,569,20
1259,Santiago Juxtlahuaca,Santiago Juxtlahuaca,469,20
1260,San Miguel Tlacotepec,San Miguel Tlacotepec,286,20
1261,San Sebastián Tecomaxtlahuaca,San Sebastián Tecomaxtlahuaca,348,20
1262,Santos Reyes Tepejillo,Santos Reyes Tepejillo,528,20
1263,San Juan Mixtepec -Dto. 08 -,San Juan Mixtepec -Dto. 08 -,208,20
1264,San Martín Peras,San Martín Peras,242,20
1265,Coicoyán de las Flores,Coicoyán de las Flores,16,20
1266,Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,397,20
1267,San Juan Ñumí,San Juan Ñumí,210,20
1268,San Pedro Mártir Yucuxaco,San Pedro Mártir Yucuxaco,317,20
1269,San Martín Huamelúlpam,San Martín Huamelúlpam,239,20
1270,Santa Cruz Tayata,Santa Cruz Tayata,383,20
1271,Santiago Nundiche,Santiago Nundiche,480,20
1272,Santa María del Rosario,Santa María del Rosario,408,20
1273,San Juan Achiutla,San Juan Achiutla,172,20
1274,Santa Catarina Tayata,Santa Catarina Tayata,370,20
1275,San Cristóbal Amoltepec,San Cristóbal Amoltepec,127,20
1276,San Miguel Achiutla,San Miguel Achiutla,258,20
1277,San Martín Itunyoso,San Martín Itunyoso,240,20
1278,Magdalena Peñasco,Magdalena Peñasco,50,20
1279,San Bartolomé Yucuañe,San Bartolomé Yucuañe,119,20
1280,Santa Cruz Nundaco,Santa Cruz Nundaco,379,20
1281,San Agustín Tlacotepec,San Agustín Tlacotepec,86,20
1282,Santo Tomás Ocotepec,Santo Tomás Ocotepec,532,20
1283,San Antonio Sinicahua,San Antonio Sinicahua,110,20
1284,San Mateo Peñasco,San Mateo Peñasco,252,20
1285,Santa María Tataltepec,Santa María Tataltepec,430,20
1286,San Pedro Molinos,San Pedro Molinos,320,20
1287,Santa María Yosoyúa,Santa María Yosoyúa,445,20
1288,San Juan Teita,San Juan Teita,218,20
1289,Magdalena Jaltepec,Magdalena Jaltepec,46,20
1290,Magdalena Yodocono de Porfirio Díaz,Magdalena Yodocono de Porfirio Díaz,562,20
1291,San Miguel Tecomatlán,San Miguel Tecomatlán,281,20
1292,Magdalena Zahuatlán,Magdalena Zahuatlán,54,20
1293,San Francisco Nuxaño,San Francisco Nuxaño,147,20
1294,San Pedro Tidaá,San Pedro Tidaá,331,20
1295,San Francisco Jaltepetongo,San Francisco Jaltepetongo,144,20
1296,Santiago Tilantongo,Santiago Tilantongo,492,20
1297,San Juan Diuxi,San Juan Diuxi,195,20
1298,San Andrés Nuxiño,San Andrés Nuxiño,94,20
1299,San Juan Tamazola,San Juan Tamazola,217,20
1300,Santo Domingo Nuxaá,Santo Domingo Nuxaá,511,20
1301,Yutanduchi de Guerrero,Yutanduchi de Guerrero,564,20
1302,San Pedro Teozacoalco,San Pedro Teozacoalco,329,20
1303,San Miguel Piedras,San Miguel Piedras,274,20
1304,San Mateo Sindihui,San Mateo Sindihui,255,20
1305,Juchitán de Zaragoza,Juchitán de Zaragoza,43,20
1306,Ciudad Ixtepec,Ciudad Ixtepec,14,20
1307,El Espinal,El Espinal,30,20
1308,Santo Domingo Ingenio,Santo Domingo Ingenio,505,20
1309,Santa María Xadani,Santa María Xadani,441,20
1310,Santiago Niltepec,Santiago Niltepec,66,20
1311,San Dionisio del Mar,San Dionisio del Mar,130,20
1312,Asunción Ixtaltepec,Asunción Ixtaltepec,5,20
1313,San Francisco del Mar,San Francisco del Mar,141,20
1314,Unión Hidalgo,Unión Hidalgo,557,20
1315,San Miguel Chimalapa,San Miguel Chimalapa,265,20
1316,Santo Domingo Zanatepec,Santo Domingo Zanatepec,525,20
1317,Reforma de Pineda,Reforma de Pineda,75,20
1318,San Francisco Ixhuatán,San Francisco Ixhuatán,143,20
1319,San Pedro Tapanatepec,San Pedro Tapanatepec,327,20
1320,Chahuites,Chahuites,25,20
1321,Santiago Zacatepec,Santiago Zacatepec,502,20
1322,Santo Domingo Tepuxtepec,Santo Domingo Tepuxtepec,517,20
1323,San Juan Cotzocón,San Juan Cotzocón,190,20
1324,San Juan Mazatlán,San Juan Mazatlán,207,20
1325,Totontepec Villa de Morelos,Totontepec Villa de Morelos,554,20
1326,Mixistlán de la Reforma,Mixistlán de la Reforma,60,20
1327,Santa María Tlahuitoltepec,Santa María Tlahuitoltepec,437,20
1328,Santa María Alotepec,Santa María Alotepec,394,20
1329,Santiago Atitlán,Santiago Atitlán,454,20
1330,Tamazulápam del Espíritu Santo,Tamazulápam del Espíritu Santo,31,20
1331,San Pedro y San Pablo Ayutla,San Pedro y San Pablo Ayutla,337,20
1332,Santa María Tepantlali,Santa María Tepantlali,435,20
1333,San Miguel Quetzaltepec,San Miguel Quetzaltepec,275,20
1334,Asunción Cacalotepec,Asunción Cacalotepec,3,20
1335,San Pedro Ocotepec,San Pedro Ocotepec,323,20
1336,San Lucas Camotlán,San Lucas Camotlán,231,20
1337,Santiago Ixcuintepec,Santiago Ixcuintepec,465,20
1338,Matías Romero Avendaño,Matías Romero Avendaño,57,20
1339,San Juan Guichicovi,San Juan Guichicovi,198,20
1340,Santo Domingo Petapa,Santo Domingo Petapa,513,20
1341,Santa María Chimalapa,Santa María Chimalapa,407,20
1342,Santa María Petapa,Santa María Petapa,427,20
1343,El Barrio de la Soledad,El Barrio de la Soledad,10,20
1344,Tlacolula de Matamoros,Tlacolula de Matamoros,551,20
1345,San Sebastián Abasolo,San Sebastián Abasolo,343,20
1346,Villa Díaz Ordaz,Villa Díaz Ordaz,560,20
1347,Santa María Guelacé,Santa María Guelacé,411,20
1348,Teotitlán del Valle,Teotitlán del Valle,546,20
1349,San Francisco Lachigoló,San Francisco Lachigoló,145,20
1350,San Sebastián Teitipac,San Sebastián Teitipac,349,20
1351,Santa Ana del Valle,Santa Ana del Valle,356,20
1352,San Pablo Villa de Mitla,San Pablo Villa de Mitla,298,20
1353,Santiago Matatlán,Santiago Matatlán,475,20
1354,Santo Domingo Albarradas,Santo Domingo Albarradas,506,20
1355,Rojas de Cuauhtémoc,Rojas de Cuauhtémoc,78,20
1356,San Juan Teitipac,San Juan Teitipac,219,20
1357,Santa Cruz Papalutla,Santa Cruz Papalutla,380,20
1358,Magdalena Teitipac,Magdalena Teitipac,51,20
1359,San Jerónimo Tlacochahuaya,San Jerónimo Tlacochahuaya,550,20
1360,San Juan Guelavía,San Juan Guelavía,197,20
1361,San Lucas Quiaviní,San Lucas Quiaviní,233,20
1362,San Juan del Río,San Juan del Río,194,20
1363,San Bartolomé Quialana,San Bartolomé Quialana,118,20
1364,San Lorenzo Albarradas,San Lorenzo Albarradas,226,20
1365,San Pedro Totolápam,San Pedro Totolápam,333,20
1366,San Pedro Quiatoni,San Pedro Quiatoni,325,20
1367,Santa María Zoquitlán,Santa María Zoquitlán,449,20
1368,San Dionisio Ocotepec,San Dionisio Ocotepec,131,20
1369,San Carlos Yautepec,San Carlos Yautepec,125,20
1370,San Juan Juquila Mixes,San Juan Juquila Mixes,200,20
1371,Nejapa de Madero,Nejapa de Madero,64,20
1372,Santa Ana Tavela,Santa Ana Tavela,357,20
1373,San Juan Lajarcia,San Juan Lajarcia,204,20
1374,San Bartolo Yautepec,San Bartolo Yautepec,122,20
1375,Santa María Ecatepec,Santa María Ecatepec,410,20
1376,Asunción Tlacolulita,Asunción Tlacolulita,8,20
1377,San Pedro Mártir Quiechapa,San Pedro Mártir Quiechapa,316,20
1378,Santa María Quiegolani,Santa María Quiegolani,428,20
1379,Santa Catarina Quioquitani,Santa Catarina Quioquitani,74,20
1380,Santa Catalina Quierí,Santa Catalina Quierí,361,20
1381,Salina Cruz,Salina Cruz,79,20
1382,Santiago Lachiguiri,Santiago Lachiguiri,470,20
1383,Santa María Jalapa del Marqués,Santa María Jalapa del Marqués,418,20
1384,Santa María Totolapilla,Santa María Totolapilla,440,20
1385,Santiago Laollaga,Santiago Laollaga,472,20
1386,Guevea de Humboldt,Guevea de Humboldt,36,20
1387,Santo Domingo Chihuitán,Santo Domingo Chihuitán,508,20
1388,Santa María Guienagati,Santa María Guienagati,412,20
1389,Magdalena Tequisistlán,Magdalena Tequisistlán,52,20
1390,Magdalena Tlacotepec,Magdalena Tlacotepec,53,20
1391,San Pedro Comitancillo,San Pedro Comitancillo,305,20
1392,Santa María Mixtequilla,Santa María Mixtequilla,421,20
1393,Santo Domingo Tehuantepec,Santo Domingo Tehuantepec,515,20
1394,San Pedro Huamelula,San Pedro Huamelula,307,20
1395,San Pedro Huilotepec,San Pedro Huilotepec,308,20
1396,San Mateo del Mar,San Mateo del Mar,248,20
1397,Heroica Villa de San Blas Atempa,Heroica Villa de San Blas Atempa,124,20
1398,Santiago Astata,Santiago Astata,453,20
1399,San Miguel Tenango,San Miguel Tenango,282,20
1400,Miahuatlán de Porfirio Díaz,Miahuatlán de Porfirio Díaz,59,20
1401,San Nicolás,San Nicolás,289,20
1402,San Simón Almolongas,San Simón Almolongas,351,20
1403,San Luis Amatlán,San Luis Amatlán,235,20
1404,San José Lachiguiri,San José Lachiguiri,170,20
1405,Sitio de Xitlapehua,Sitio de Xitlapehua,538,20
1406,San Francisco Logueche,San Francisco Logueche,146,20
1407,Santa Ana,Santa Ana,353,20
1408,Santa Cruz Xitla,Santa Cruz Xitla,384,20
1409,Monjas,Monjas,61,20
1410,San Ildefonso Amatlán,San Ildefonso Amatlán,154,20
1411,Santa Catarina Cuixtla,Santa Catarina Cuixtla,362,20
1412,San José del Peñasco,San José del Peñasco,167,20
1413,San Cristóbal Amatlán,San Cristóbal Amatlán,126,20
1414,San Juan Mixtepec -Dto. 26 -,San Juan Mixtepec -Dto. 26 -,209,20
1415,San Pedro Mixtepec -Dto. 26 -,San Pedro Mixtepec -Dto. 26 -,319,20
1416,Santa Lucía Miahuatlán,Santa Lucía Miahuatlán,391,20
1417,San Jerónimo Coatlán,San Jerónimo Coatlán,159,20
1418,San Sebastián Coatlán,San Sebastián Coatlán,344,20
1419,San Pablo Coatlán,San Pablo Coatlán,291,20
1420,San Mateo Río Hondo,San Mateo Río Hondo,254,20
1421,Santo Tomás Tamazulapan,Santo Tomás Tamazulapan,533,20
1422,San Andrés Paxtlán,San Andrés Paxtlán,95,20
1423,Santa María Ozolotepec,Santa María Ozolotepec,424,20
1424,San Miguel Coatlán,San Miguel Coatlán,263,20
1425,San Sebastián Río Hondo,San Sebastián Río Hondo,347,20
1426,San Miguel Suchixtepec,San Miguel Suchixtepec,279,20
1427,Santo Domingo Ozolotepec,Santo Domingo Ozolotepec,512,20
1428,San Francisco Ozolotepec,San Francisco Ozolotepec,148,20
1429,Santiago Xanica,Santiago Xanica,495,20
1430,San Marcial Ozolotepec,San Marcial Ozolotepec,236,20
1431,San Juan Ozolotepec,San Juan Ozolotepec,211,20
1432,San Pedro Pochutla,San Pedro Pochutla,324,20
1433,Santo Domingo de Morelos,Santo Domingo de Morelos,509,20
1434,Santa Catarina Loxicha,Santa Catarina Loxicha,366,20
1435,San Agustín Loxicha,San Agustín Loxicha,85,20
1436,San Baltazar Loxicha,San Baltazar Loxicha,113,20
1437,Santa María Colotepec,Santa María Colotepec,401,20
1438,San Bartolomé Loxicha,San Bartolomé Loxicha,117,20
1439,Santa María Tonameca,Santa María Tonameca,439,20
1440,Candelaria Loxicha,Candelaria Loxicha,12,20
1441,Pluma Hidalgo,Pluma Hidalgo,71,20
1442,San Pedro el Alto,San Pedro el Alto,306,20
1443,San Mateo Piñas,San Mateo Piñas,253,20
1444,Santa María Huatulco,Santa María Huatulco,413,20
1445,San Miguel del Puerto,San Miguel del Puerto,266,20
1446,Putla Villa de Guerrero,Putla Villa de Guerrero,73,20
1447,Constancia del Rosario,Constancia del Rosario,20,20
1448,Mesones Hidalgo,Mesones Hidalgo,37,20
1449,Santa María Zacatepec,Santa María Zacatepec,447,20
1450,San Pedro Amuzgos,San Pedro Amuzgos,300,20
1451,La Reforma,La Reforma,76,20
1452,Santa María Ipalapa,Santa María Ipalapa,415,20
1453,Chalcatongo de Hidalgo,Chalcatongo de Hidalgo,26,20
1454,Santa María Yucuhiti,Santa María Yucuhiti,446,20
1455,San Esteban Atatlahuca,San Esteban Atatlahuca,133,20
1456,Santa Catarina Ticuá,Santa Catarina Ticuá,371,20
1457,Santiago Nuyoó,Santiago Nuyoó,481,20
1458,Santa Catarina Yosonotú,Santa Catarina Yosonotú,372,20
1459,San Miguel el Grande,San Miguel el Grande,269,20
1460,Santo Domingo Ixcatlán,Santo Domingo Ixcatlán,510,20
1461,San Pablo Tijaltepec,San Pablo Tijaltepec,297,20
1462,Santa Cruz Tacahua,Santa Cruz Tacahua,382,20
1463,Santa Lucía Monteverde,Santa Lucía Monteverde,392,20
1464,San Andrés Cabecera Nueva,San Andrés Cabecera Nueva,88,20
1465,Santa María Yolotepec,Santa María Yolotepec,444,20
1466,Santiago Yosondúa,Santiago Yosondúa,500,20
1467,Santa Cruz Itundujia,Santa Cruz Itundujia,377,20
1468,Zimatlán de Álvarez,Zimatlán de Álvarez,570,20
1469,San Bernardo Mixtepec,San Bernardo Mixtepec,123,20
1470,Santa Cruz Mixtepec,Santa Cruz Mixtepec,378,20
1471,San Miguel Mixtepec,San Miguel Mixtepec,271,20
1472,Santa María Atzompa,Santa María Atzompa,399,20
1473,San Andrés Ixtlahuaca,San Andrés Ixtlahuaca,92,20
1474,Santa Cruz Amilpas,Santa Cruz Amilpas,375,20
1475,Santa Cruz Xoxocotlán,Santa Cruz Xoxocotlán,385,20
1476,Santa Lucía del Camino,Santa Lucía del Camino,390,20
1477,San Pedro Ixtlahuaca,San Pedro Ixtlahuaca,310,20
1478,San Antonio de la Cal,San Antonio de la Cal,107,20
1479,San Agustín de las Juntas,San Agustín de las Juntas,83,20
1480,San Pablo Huixtepec,San Pablo Huixtepec,295,20
1481,Ánimas Trujano,Ánimas Trujano,174,20
1482,San Jacinto Tlacotepec,San Jacinto Tlacotepec,158,20
1483,San Raymundo Jalpan,San Raymundo Jalpan,342,20
1484,Trinidad Zaachila,Trinidad Zaachila,555,20
1485,Santa María Coyotepec,Santa María Coyotepec,403,20
1486,San Bartolo Coyotepec,San Bartolo Coyotepec,115,20
1487,Santa Inés Yatzeche,Santa Inés Yatzeche,389,20
1488,Ciénega de Zimatlán,Ciénega de Zimatlán,13,20
1489,San Antonio Huitepec,San Antonio Huitepec,108,20
1490,Villa de Zaachila,Villa de Zaachila,565,20
1491,San Sebastián Tutla,San Sebastián Tutla,350,20
1492,San Miguel Peras,San Miguel Peras,273,20
1493,San Pablo Cuatro Venados,San Pablo Cuatro Venados,292,20
1494,Santa Inés del Monte,Santa Inés del Monte,388,20
1495,Santa Gertrudis,Santa Gertrudis,387,20
1496,San Antonino el Alto,San Antonino el Alto,104,20
1497,Magdalena Mixtepec,Magdalena Mixtepec,48,20
1498,Santa Catarina Quiané,Santa Catarina Quiané,369,20
1499,Ayoquezco de Aldama,Ayoquezco de Aldama,398,20
1500,Santa Ana Tlapacoyan,Santa Ana Tlapacoyan,358,20
1501,Santa Cruz Zenzontepec,Santa Cruz Zenzontepec,386,20
1502,San Francisco Cahuacuá,San Francisco Cahuacuá,137,20
1503,San Mateo Yucutindoo,San Mateo Yucutindoo,566,20
1504,Santiago Textitlán,Santiago Textitlán,491,20
1505,Santiago Amoltepec,Santiago Amoltepec,450,20
1506,Santa María Zaniza,Santa María Zaniza,448,20
1507,Santo Domingo Teojomulco,Santo Domingo Teojomulco,516,20
1508,Cuilápam de Guerrero,Cuilápam de Guerrero,23,20
1509,Villa Sola de Vega,Villa Sola de Vega,277,20
1510,Santa María Lachixío,Santa María Lachixío,420,20
1511,San Vicente Lachixío,San Vicente Lachixío,535,20
1512,San Lorenzo Texmelúcan,San Lorenzo Texmelúcan,229,20
1513,Santa María Sola,Santa María Sola,429,20
1514,San Francisco Sola,San Francisco Sola,149,20
1515,San Ildefonso Sola,San Ildefonso Sola,155,20
1516,Santiago Minas,Santiago Minas,477,20
1517,Heroica Ciudad de Ejutla de Crespo,Heroica Ciudad de Ejutla de Crespo,28,20
1518,San Martín Tilcajete,San Martín Tilcajete,243,20
1519,Santo Tomás Jalieza,Santo Tomás Jalieza,530,20
1520,San Juan Chilateca,San Juan Chilateca,192,20
1521,Ocotlán de Morelos,Ocotlán de Morelos,68,20
1522,Santa Ana Zegache,Santa Ana Zegache,360,20
1523,Santiago Apóstol,Santiago Apóstol,452,20
1524,San Antonino Castillo Velasco,San Antonino Castillo Velasco,103,20
1525,Asunción Ocotlán,Asunción Ocotlán,7,20
1526,San Pedro Mártir,San Pedro Mártir,315,20
1527,San Dionisio Ocotlán,San Dionisio Ocotlán,132,20
1528,Magdalena Ocotlán,Magdalena Ocotlán,49,20
1529,San Miguel Tilquiápam,San Miguel Tilquiápam,284,20
1530,Santa Catarina Minas,Santa Catarina Minas,368,20
1531,San Baltazar Chichicápam,San Baltazar Chichicápam,112,20
1532,San Pedro Apóstol,San Pedro Apóstol,301,20
1533,Santa Lucía Ocotlán,Santa Lucía Ocotlán,393,20
1534,San Jerónimo Taviche,San Jerónimo Taviche,162,20
1535,San Andrés Zabache,San Andrés Zabache,101,20
1536,San José del Progreso,San José del Progreso,72,20
1537,Yaxe,Yaxe,561,20
1538,San Pedro Taviche,San Pedro Taviche,328,20
1539,San Martín de los Cansecos,San Martín de los Cansecos,238,20
1540,San Martín Lachilá,San Martín Lachilá,241,20
1541,La Pe,La Pe,69,20
1542,La Compañía,La Compañía,17,20
1543,Coatecas Altas,Coatecas Altas,15,20
1544,San Juan Lachigalla,San Juan Lachigalla,203,20
1545,San Agustín Amatengo,San Agustín Amatengo,80,20
1546,Taniche,Taniche,542,20
1547,San Miguel Ejutla,San Miguel Ejutla,268,20
1548,Yogana,Yogana,563,20
1549,San Vicente Coatlán,San Vicente Coatlán,534,20
1550,Santiago Pinotepa Nacional,Santiago Pinotepa Nacional,482,20
1551,San Juan Cacahuatepec,San Juan Cacahuatepec,185,20
1552,San Juan Bautista Lo de Soto,San Juan Bautista Lo de Soto,180,20
1553,Mártires de Tacubaya,Mártires de Tacubaya,56,20
1554,San Sebastián Ixcapa,San Sebastián Ixcapa,345,20
1555,San Antonio Tepetlapa,San Antonio Tepetlapa,111,20
1556,Santa María Cortijo,Santa María Cortijo,402,20
1557,Santiago Llano Grande,Santiago Llano Grande,474,20
1558,San Miguel Tlacamama,San Miguel Tlacamama,285,20
1559,Santiago Tapextla,Santiago Tapextla,485,20
1560,San José Estancia Grande,San José Estancia Grande,168,20
1561,Santo Domingo Armenta,Santo Domingo Armenta,507,20
1562,Santiago Jamiltepec,Santiago Jamiltepec,467,20
1563,San Pedro Atoyac,San Pedro Atoyac,302,20
1564,San Juan Colorado,San Juan Colorado,188,20
1565,Santiago Ixtayutla,Santiago Ixtayutla,466,20
1566,San Pedro Jicayán,San Pedro Jicayán,312,20
1567,Pinotepa de Don Luis,Pinotepa de Don Luis,70,20
1568,San Lorenzo,San Lorenzo,225,20
1569,San Agustín Chayuco,San Agustín Chayuco,82,20
1570,San Andrés Huaxpaltepec,San Andrés Huaxpaltepec,90,20
1571,Santa Catarina Mechoacán,Santa Catarina Mechoacán,367,20
1572,Santiago Tetepec,Santiago Tetepec,489,20
1573,Santa María Huazolotitlán,Santa María Huazolotitlán,414,20
1574,Villa de Tututepec,Villa de Tututepec,334,20
1575,Tataltepec de Valdés,Tataltepec de Valdés,543,20
1576,San Juan Quiahije,San Juan Quiahije,213,20
1577,San Miguel Panixtlahuaca,San Miguel Panixtlahuaca,272,20
1578,Santa Catarina Juquila,Santa Catarina Juquila,364,20
1579,San Pedro Juchatengo,San Pedro Juchatengo,314,20
1580,Santiago Yaitepec,Santiago Yaitepec,497,20
1581,San Juan Lachao,San Juan Lachao,202,20
1582,Santa María Temaxcaltepec,Santa María Temaxcaltepec,433,20
1583,Santos Reyes Nopala,Santos Reyes Nopala,526,20
1584,San Gabriel Mixtepec,San Gabriel Mixtepec,153,20
1585,San Pedro Mixtepec -Dto. 22 -,San Pedro Mixtepec -Dto. 22 -,318,20
1586,Puebla,Puebla,114,21
1587,Tlaltenango,Tlaltenango,181,21
1588,San Miguel Xoxtla,San Miguel Xoxtla,136,21
1589,Juan C. Bonilla,Juan C. Bonilla,90,21
1590,Coronango,Coronango,34,21
1591,Cuautlancingo,Cuautlancingo,41,21
1592,San Pedro Cholula,San Pedro Cholula,140,21
1593,San Andrés Cholula,San Andrés Cholula,119,21
1594,Ocoyucan,Ocoyucan,106,21
1595,Amozoc,Amozoc,15,21
1596,Francisco Z. Mena,Francisco Z. Mena,64,21
1597,Pantepec,Pantepec,111,21
1598,Venustiano Carranza,Venustiano Carranza,194,21
1599,Jalpan,Jalpan,86,21
1600,Tlaxco,Tlaxco,187,21
1601,Tlacuilotepec,Tlacuilotepec,178,21
1602,Xicotepec,Xicotepec,197,21
1603,Pahuatlán,Pahuatlán,109,21
1604,Honey,Honey,57,21
1605,Naupan,Naupan,100,21
1606,Huauchinango,Huauchinango,71,21
1607,Ahuazotepec,Ahuazotepec,8,21
1608,Juan Galindo,Juan Galindo,91,21
1609,Tlaola,Tlaola,183,21
1610,Zihuateutla,Zihuateutla,213,21
1611,Jopala,Jopala,89,21
1612,Tlapacoya,Tlapacoya,184,21
1613,Chignahuapan,Chignahuapan,53,21
1614,Zacatlán,Zacatlán,208,21
1615,Chiconcuautla,Chiconcuautla,49,21
1616,Ahuacatlán,Ahuacatlán,6,21
1617,Tepetzintla,Tepetzintla,167,21
1618,San Felipe Tepatlán,San Felipe Tepatlán,123,21
1619,Amixtlán,Amixtlán,14,21
1620,Tepango de Rodríguez,Tepango de Rodríguez,162,21
1621,Zongozotla,Zongozotla,215,21
1622,Hermenegildo Galeana,Hermenegildo Galeana,68,21
1623,Olintla,Olintla,107,21
1624,Coatepec,Coatepec,30,21
1625,Camocuautla,Camocuautla,28,21
1626,Hueytlalpan,Hueytlalpan,77,21
1627,Zapotitlán de Méndez,Zapotitlán de Méndez,210,21
1628,Huitzilan de Serdán,Huitzilan de Serdán,78,21
1629,Xochitlán de Vicente Suárez,Xochitlán de Vicente Suárez,202,21
1630,Huehuetla,Huehuetla,72,21
1631,Ixtepec,Ixtepec,84,21
1632,Atlequizayan,Atlequizayan,80,21
1633,Tenampulco,Tenampulco,158,21
1634,Tuzamapan de Galeana,Tuzamapan de Galeana,192,21
1635,Caxhuacan,Caxhuacan,29,21
1636,Jonotla,Jonotla,88,21
1637,Zoquiapan,Zoquiapan,216,21
1638,Nauzontla,Nauzontla,101,21
1639,Cuetzalan del Progreso,Cuetzalan del Progreso,43,21
1640,Ayotoxco de Guerrero,Ayotoxco de Guerrero,25,21
1641,Hueytamalco,Hueytamalco,76,21
1642,Acateno,Acateno,2,21
1643,Cuautempan,Cuautempan,39,21
1644,Aquixtla,Aquixtla,16,21
1645,Tetela de Ocampo,Tetela de Ocampo,172,21
1646,Xochiapulco,Xochiapulco,200,21
1647,Zacapoaxtla,Zacapoaxtla,207,21
1648,Zaragoza,Zaragoza,211,21
1649,Ixtacamaxtitlán,Ixtacamaxtitlán,83,21
1650,Zautla,Zautla,212,21
1651,Ocotepec,Ocotepec,105,21
1652,Libres,Libres,94,21
1653,Teziutlán,Teziutlán,174,21
1654,Tlatlauquitepec,Tlatlauquitepec,186,21
1655,Yaonáhuac,Yaonáhuac,204,21
1656,Hueyapan,Hueyapan,75,21
1657,Teteles de Ávila Castillo,Teteles de Ávila Castillo,173,21
1658,Atempan,Atempan,17,21
1659,Chignautla,Chignautla,54,21
1660,Xiutetelco,Xiutetelco,199,21
1661,Cuyoaco,Cuyoaco,44,21
1662,Tepeyahualco,Tepeyahualco,170,21
